index,age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,y
6908,33,admin.,single,secondary,0,322,yes,0,unknown,28,5,4,-1,0,unknown,0
6909,58,admin.,married,secondary,0,0,no,0,cellular,27,8,13,-1,0,unknown,0
6910,33,entrepreneur,single,tertiary,0,3017,no,0,cellular,21,11,3,-1,0,unknown,0
6911,35,admin.,married,secondary,0,5250,yes,0,cellular,15,4,2,146,1,failure,0
6912,30,admin.,married,tertiary,0,591,yes,0,cellular,17,8,1,-1,0,unknown,0
6913,25,management,single,tertiary,0,667,no,0,cellular,29,10,2,-1,0,unknown,0
6914,36,management,single,tertiary,0,0,yes,0,cellular,16,7,2,-1,0,unknown,0
6915,44,admin.,married,secondary,0,0,yes,0,cellular,6,8,1,260,1,other,0
6916,34,admin.,single,secondary,0,4436,yes,0,cellular,20,11,2,178,6,failure,0
6917,35,technician,single,tertiary,0,226,yes,1,unknown,6,5,3,-1,0,unknown,0
6918,36,admin.,single,tertiary,0,649,no,0,cellular,19,11,1,111,1,other,0
6919,49,admin.,single,primary,0,655,yes,0,cellular,13,5,5,-1,0,unknown,0
6920,37,management,married,secondary,0,676,no,0,telephone,18,11,2,-1,0,unknown,0
6921,52,entrepreneur,divorced,secondary,0,-99,no,1,unknown,26,5,3,-1,0,unknown,0
6922,41,blue-collar,divorced,primary,0,664,no,1,cellular,15,7,5,-1,0,unknown,1
6923,37,technician,married,secondary,0,0,yes,1,cellular,15,7,3,-1,0,unknown,0
6924,51,management,married,unknown,0,6482,yes,0,unknown,19,5,2,-1,0,unknown,0
6925,28,blue-collar,single,secondary,0,3817,yes,0,cellular,4,5,3,-1,0,unknown,0
6926,26,services,single,secondary,1,74,no,0,cellular,8,7,1,-1,0,unknown,0
6927,57,management,married,secondary,0,0,yes,0,cellular,24,7,2,-1,0,unknown,0
6928,32,technician,single,secondary,0,1210,yes,1,cellular,7,5,1,344,4,failure,0
6929,49,blue-collar,married,secondary,0,3677,yes,0,cellular,23,7,3,-1,0,unknown,0
6930,35,blue-collar,single,primary,0,85,no,0,cellular,15,5,1,364,1,failure,0
6931,27,unknown,single,secondary,0,1187,no,0,telephone,26,2,1,101,1,failure,1
6932,42,self-employed,married,secondary,0,2812,yes,0,cellular,21,11,4,171,1,failure,0
6933,37,unemployed,married,secondary,0,1978,no,0,cellular,9,9,1,182,1,success,1
6934,46,technician,married,tertiary,0,157,no,0,cellular,5,2,2,224,1,failure,0
6935,24,admin.,single,secondary,0,926,yes,1,cellular,15,5,1,-1,0,unknown,0
6936,26,self-employed,single,tertiary,0,-101,no,1,cellular,29,1,1,-1,0,unknown,0
6937,47,housemaid,single,tertiary,0,3727,no,0,unknown,12,6,6,-1,0,unknown,1
6938,29,management,single,tertiary,0,874,yes,0,cellular,16,9,1,103,1,success,1
6939,43,management,married,tertiary,0,2886,no,0,cellular,20,11,1,-1,0,unknown,0
6940,46,management,married,tertiary,1,549,no,0,cellular,21,8,8,-1,0,unknown,0
6941,52,blue-collar,married,primary,0,967,no,0,cellular,29,1,2,-1,0,unknown,0
6942,31,technician,single,secondary,0,198,no,0,cellular,30,1,4,-1,0,unknown,0
6943,41,management,divorced,tertiary,1,-68,yes,1,cellular,25,8,22,-1,0,unknown,0
6944,36,entrepreneur,married,tertiary,0,99,yes,0,cellular,21,7,2,-1,0,unknown,0
6945,36,admin.,single,secondary,0,5871,no,0,cellular,19,8,2,-1,0,unknown,0
6946,30,management,single,tertiary,0,4,yes,0,cellular,17,7,1,-1,0,unknown,0
6947,46,admin.,married,secondary,0,-522,yes,0,cellular,27,3,3,239,13,other,1
6948,55,retired,married,secondary,0,5,no,0,unknown,20,6,1,-1,0,unknown,0
6949,59,management,married,tertiary,0,281,no,0,cellular,8,7,2,-1,0,unknown,0
6950,46,technician,divorced,unknown,0,103,no,0,unknown,19,5,5,-1,0,unknown,0
6951,34,technician,single,secondary,0,-329,yes,0,unknown,27,5,1,-1,0,unknown,0
6952,25,admin.,single,tertiary,0,1185,no,0,cellular,15,6,1,-1,0,unknown,0
6953,82,retired,married,primary,0,8603,no,0,cellular,22,10,3,107,1,success,1
6954,34,entrepreneur,married,secondary,0,223,no,1,cellular,11,8,6,-1,0,unknown,0
6955,27,technician,single,secondary,0,769,yes,0,unknown,9,5,2,-1,0,unknown,0
6956,43,retired,married,secondary,0,860,no,0,telephone,30,10,1,-1,0,unknown,1
6957,34,blue-collar,married,primary,0,1217,yes,0,cellular,20,4,2,328,3,failure,0
6958,59,housemaid,married,primary,0,0,no,1,telephone,28,7,2,-1,0,unknown,0
6959,68,retired,married,secondary,0,1443,no,0,telephone,21,12,2,257,1,success,1
6960,52,entrepreneur,divorced,secondary,0,302,no,0,unknown,19,6,2,-1,0,unknown,0
6961,37,blue-collar,single,secondary,0,5818,no,0,unknown,17,6,2,-1,0,unknown,0
6962,40,management,single,tertiary,0,1361,no,0,cellular,29,1,1,-1,0,unknown,1
6963,36,services,married,secondary,0,1694,yes,1,unknown,23,5,6,-1,0,unknown,0
6964,37,blue-collar,married,secondary,0,190,yes,0,unknown,9,5,2,-1,0,unknown,0
6965,44,management,married,secondary,0,4425,no,0,cellular,30,7,2,-1,0,unknown,0
6966,32,blue-collar,single,secondary,0,235,yes,0,cellular,12,5,1,-1,0,unknown,0
6967,58,technician,married,secondary,0,7495,yes,0,unknown,13,5,1,-1,0,unknown,0
6968,39,services,married,primary,0,0,no,0,cellular,6,5,2,282,3,failure,0
6969,33,technician,married,secondary,0,390,yes,0,cellular,8,8,2,-1,0,unknown,0
6970,31,management,single,tertiary,0,347,yes,0,cellular,27,8,6,-1,0,unknown,0
6971,32,management,single,tertiary,0,4,yes,0,unknown,9,5,2,-1,0,unknown,0
6972,34,blue-collar,married,secondary,0,1430,yes,1,cellular,18,11,3,-1,0,unknown,0
6973,42,blue-collar,divorced,primary,0,145,no,1,unknown,30,6,3,-1,0,unknown,0
6974,43,management,married,tertiary,0,438,no,0,unknown,17,6,2,-1,0,unknown,0
6975,48,blue-collar,single,primary,0,3688,yes,0,cellular,17,4,1,-1,0,unknown,0
6976,37,services,married,secondary,0,523,yes,0,telephone,19,11,1,-1,0,unknown,0
6977,39,admin.,married,secondary,0,8,yes,0,telephone,15,5,6,-1,0,unknown,0
6978,40,blue-collar,married,secondary,0,598,yes,0,cellular,31,7,5,-1,0,unknown,0
6979,48,services,married,unknown,0,1155,yes,0,unknown,16,5,4,-1,0,unknown,0
6980,38,admin.,single,secondary,0,902,yes,0,telephone,31,7,13,-1,0,unknown,0
6981,30,housemaid,single,secondary,0,358,yes,0,cellular,21,11,2,-1,0,unknown,0
6982,30,blue-collar,single,primary,0,3195,yes,1,cellular,25,7,1,-1,0,unknown,0
6983,39,blue-collar,married,secondary,0,660,yes,1,cellular,7,5,4,168,3,failure,0
6984,32,management,married,tertiary,0,2349,no,0,cellular,14,8,5,-1,0,unknown,0
6985,36,technician,single,tertiary,0,1324,no,0,cellular,22,8,2,-1,0,unknown,0
6986,51,technician,married,secondary,0,58,yes,0,cellular,11,7,2,-1,0,unknown,0
6987,41,blue-collar,single,secondary,0,98,no,1,cellular,21,7,6,-1,0,unknown,0
6988,39,blue-collar,married,secondary,0,0,yes,0,cellular,18,11,2,-1,0,unknown,0
6989,28,management,single,tertiary,0,416,yes,1,cellular,17,7,1,-1,0,unknown,0
6990,54,technician,married,secondary,0,1938,no,1,cellular,28,7,3,-1,0,unknown,1
6991,38,technician,single,tertiary,0,523,no,0,cellular,8,8,1,-1,0,unknown,0
6992,40,management,married,tertiary,0,486,yes,1,cellular,17,11,2,-1,0,unknown,0
6993,48,blue-collar,married,secondary,0,2054,yes,0,cellular,6,8,2,-1,0,unknown,0
6994,30,management,single,tertiary,0,1637,yes,0,cellular,13,8,3,-1,0,unknown,0
6995,41,blue-collar,married,secondary,0,-940,yes,1,cellular,6,5,2,-1,0,unknown,0
6996,33,management,single,tertiary,0,134,no,0,cellular,18,8,2,-1,0,unknown,0
6997,29,technician,married,secondary,0,492,yes,0,cellular,9,7,1,-1,0,unknown,0
6998,60,retired,married,secondary,0,42,yes,1,unknown,7,5,2,-1,0,unknown,0
6999,51,self-employed,married,secondary,0,1178,no,0,cellular,6,8,2,-1,0,unknown,0
7000,28,services,single,tertiary,0,128,no,0,cellular,27,5,1,414,1,failure,1
7001,51,management,single,tertiary,0,297,yes,0,cellular,15,5,4,375,1,failure,1
7002,35,technician,single,secondary,0,183,no,0,cellular,1,9,2,130,2,failure,0
7003,28,blue-collar,single,secondary,1,0,no,1,cellular,10,7,1,-1,0,unknown,0
7004,36,self-employed,single,secondary,0,245,yes,0,cellular,20,4,2,-1,0,unknown,0
7005,33,technician,divorced,secondary,0,-119,yes,0,unknown,27,5,1,-1,0,unknown,0
7006,32,admin.,married,secondary,0,20011,no,0,cellular,20,4,1,-1,0,unknown,0
7007,44,admin.,divorced,secondary,0,145,no,1,telephone,9,7,6,-1,0,unknown,0
7008,30,admin.,single,secondary,0,457,no,0,cellular,27,4,2,-1,0,unknown,0
7009,41,blue-collar,married,primary,0,1820,yes,0,telephone,21,11,3,-1,0,unknown,0
7010,37,management,married,tertiary,0,7974,yes,0,cellular,30,10,5,158,7,other,0
7011,31,technician,single,tertiary,0,3222,yes,0,cellular,28,1,1,-1,0,unknown,0
7012,43,blue-collar,married,secondary,0,-111,yes,0,unknown,29,5,3,-1,0,unknown,0
7013,52,admin.,married,primary,0,6286,no,0,cellular,19,11,1,-1,0,unknown,0
7014,35,technician,single,secondary,0,-816,no,0,cellular,25,8,19,-1,0,unknown,0
7015,47,blue-collar,married,secondary,0,1096,yes,1,cellular,6,2,2,-1,0,unknown,0
7016,34,self-employed,single,tertiary,0,1798,yes,0,cellular,13,5,3,-1,0,unknown,0
7017,27,blue-collar,married,secondary,0,5505,yes,1,cellular,25,7,1,-1,0,unknown,0
7018,59,management,single,secondary,0,181,yes,0,unknown,9,5,1,-1,0,unknown,0
7019,55,blue-collar,married,secondary,0,3919,no,0,cellular,16,7,2,-1,0,unknown,0
7020,35,technician,married,secondary,0,523,yes,1,unknown,16,5,1,-1,0,unknown,0
7021,33,services,married,secondary,0,5034,yes,0,unknown,8,5,3,-1,0,unknown,0
7022,30,blue-collar,single,secondary,0,132,yes,0,unknown,16,5,1,-1,0,unknown,0
7023,29,unknown,single,secondary,0,1288,no,0,cellular,3,2,1,-1,0,unknown,0
7024,48,technician,married,secondary,0,0,yes,0,cellular,21,7,1,-1,0,unknown,0
7025,46,blue-collar,married,secondary,0,2297,no,0,telephone,31,7,4,-1,0,unknown,0
7026,53,technician,married,secondary,0,195,yes,0,cellular,19,5,1,90,6,success,1
7027,38,blue-collar,married,secondary,0,863,no,0,unknown,6,1,1,-1,0,unknown,0
7028,43,services,single,secondary,0,518,yes,0,cellular,11,5,1,370,1,failure,0
7029,41,technician,married,tertiary,0,91,no,1,cellular,29,7,3,-1,0,unknown,0
7030,51,housemaid,married,primary,0,1275,no,0,unknown,6,6,1,-1,0,unknown,0
7031,55,management,married,unknown,0,1504,yes,0,cellular,31,8,3,101,2,success,1
7032,20,student,single,secondary,0,1819,no,0,cellular,9,4,3,-1,0,unknown,1
7033,36,services,single,secondary,0,99,no,0,unknown,17,6,9,-1,0,unknown,0
7034,30,services,married,secondary,0,10667,no,0,cellular,20,11,1,-1,0,unknown,0
7035,27,blue-collar,single,secondary,1,-233,yes,0,cellular,6,5,1,-1,0,unknown,0
7036,54,services,married,secondary,0,515,no,1,unknown,20,6,2,-1,0,unknown,0
7037,47,housemaid,married,primary,0,0,yes,0,telephone,24,7,1,-1,0,unknown,0
7038,51,blue-collar,married,secondary,0,0,yes,1,cellular,22,7,2,-1,0,unknown,0
7039,47,technician,married,secondary,0,636,no,0,cellular,4,8,2,-1,0,unknown,0
7040,33,technician,single,tertiary,0,154,no,0,cellular,4,6,2,78,2,failure,0
7041,43,technician,married,secondary,0,-57,no,0,cellular,28,1,1,-1,0,unknown,0
7042,46,technician,married,secondary,0,1571,yes,0,unknown,7,5,2,-1,0,unknown,0
7043,29,technician,married,unknown,0,2,no,0,cellular,15,7,3,-1,0,unknown,0
7044,33,services,divorced,secondary,0,437,yes,0,cellular,15,7,2,-1,0,unknown,0
7045,21,student,single,primary,0,423,no,0,cellular,8,4,5,-1,0,unknown,1
7046,45,technician,single,tertiary,0,2099,no,1,unknown,1,7,1,-1,0,unknown,0
7047,32,blue-collar,married,primary,0,-56,yes,1,cellular,17,4,2,305,20,other,0
7048,33,services,married,secondary,0,624,yes,0,cellular,15,5,1,-1,0,unknown,0
7049,30,admin.,married,secondary,0,1165,no,0,cellular,25,5,1,35,2,failure,0
7050,50,management,married,tertiary,0,4374,yes,0,cellular,21,11,2,113,3,failure,0
7051,27,blue-collar,married,secondary,0,-59,no,1,cellular,8,7,3,-1,0,unknown,0
7052,42,technician,married,secondary,0,315,yes,0,unknown,6,5,2,-1,0,unknown,0
7053,37,unemployed,single,secondary,0,48,no,0,cellular,31,7,10,-1,0,unknown,0
7054,53,housemaid,married,secondary,0,1060,no,0,unknown,17,6,4,-1,0,unknown,0
7055,56,admin.,married,secondary,0,11,no,0,unknown,13,5,3,-1,0,unknown,0
7056,32,admin.,single,secondary,0,287,no,0,unknown,15,5,3,-1,0,unknown,0
7057,39,blue-collar,married,secondary,0,366,yes,0,cellular,28,7,5,-1,0,unknown,0
7058,55,unemployed,married,secondary,0,549,no,0,cellular,18,8,5,-1,0,unknown,0
7059,51,self-employed,married,unknown,0,2094,no,0,cellular,8,6,6,-1,0,unknown,1
7060,39,management,married,tertiary,0,20932,no,0,cellular,21,11,2,-1,0,unknown,0
7061,56,services,single,secondary,0,699,yes,0,cellular,20,4,1,-1,0,unknown,0
7062,35,services,married,secondary,0,871,yes,0,unknown,1,7,1,-1,0,unknown,0
7063,33,blue-collar,married,primary,0,-132,yes,1,cellular,18,5,6,-1,0,unknown,0
7064,28,services,divorced,secondary,0,89,no,0,unknown,6,5,2,-1,0,unknown,0
7065,26,services,single,primary,0,-32,yes,0,cellular,18,5,2,336,6,other,0
7066,37,admin.,single,tertiary,0,635,no,0,cellular,2,9,1,464,2,failure,0
7067,50,admin.,single,secondary,0,1318,no,1,unknown,24,6,3,-1,0,unknown,0
7068,47,services,married,secondary,0,1764,no,1,cellular,26,8,6,-1,0,unknown,0
7069,23,student,single,secondary,0,0,no,0,cellular,30,4,1,83,6,success,1
7070,53,self-employed,married,tertiary,0,1672,no,0,cellular,23,7,1,-1,0,unknown,0
7071,49,technician,married,unknown,0,15,no,0,unknown,6,5,2,-1,0,unknown,0
7072,41,admin.,married,secondary,0,1380,yes,0,cellular,17,4,1,333,1,failure,0
7073,41,admin.,single,secondary,0,1322,yes,0,cellular,29,1,1,266,1,failure,0
7074,40,admin.,married,secondary,0,260,yes,0,cellular,13,5,1,181,5,success,1
7075,33,technician,married,secondary,0,5833,yes,0,cellular,17,4,1,-1,0,unknown,0
7076,41,entrepreneur,married,tertiary,0,121,yes,0,cellular,5,5,1,287,1,failure,0
7077,34,services,married,secondary,0,0,no,1,unknown,2,7,4,-1,0,unknown,0
7078,79,retired,married,primary,0,3025,no,0,cellular,11,12,3,126,3,other,1
7079,60,management,married,tertiary,0,11,no,0,unknown,18,6,3,-1,0,unknown,0
7080,30,blue-collar,single,secondary,0,0,yes,0,cellular,14,7,2,-1,0,unknown,0
7081,55,technician,divorced,secondary,0,852,no,0,cellular,20,8,6,-1,0,unknown,0
7082,29,services,single,tertiary,0,2564,yes,0,unknown,27,5,2,-1,0,unknown,0
7083,56,admin.,married,secondary,0,105,no,0,telephone,15,7,2,-1,0,unknown,0
7084,31,blue-collar,married,secondary,0,297,yes,0,unknown,12,5,1,-1,0,unknown,0
7085,38,blue-collar,married,secondary,0,56,yes,0,cellular,22,7,2,-1,0,unknown,0
7086,36,admin.,married,secondary,0,313,yes,0,telephone,4,2,2,-1,0,unknown,0
7087,26,management,single,tertiary,0,2356,yes,0,cellular,23,7,6,-1,0,unknown,0
7088,52,housemaid,married,secondary,0,234,no,0,cellular,20,11,1,-1,0,unknown,0
7089,52,blue-collar,divorced,primary,0,29,yes,0,cellular,15,5,2,298,1,failure,0
7090,38,services,married,secondary,0,129,yes,0,cellular,5,5,2,-1,0,unknown,0
7091,31,management,married,secondary,0,0,no,0,cellular,11,8,1,-1,0,unknown,1
7092,57,housemaid,married,primary,0,58,no,0,unknown,11,6,1,-1,0,unknown,0
7093,59,management,married,tertiary,0,261,yes,1,cellular,21,11,1,-1,0,unknown,0
7094,60,technician,married,tertiary,0,6573,yes,0,cellular,6,11,2,87,2,failure,0
7095,53,blue-collar,married,unknown,0,5624,no,0,cellular,29,7,2,-1,0,unknown,0
7096,52,services,married,secondary,0,517,yes,0,unknown,17,6,1,-1,0,unknown,0
7097,48,management,married,tertiary,0,5887,no,0,cellular,13,8,2,-1,0,unknown,0
7098,51,retired,single,primary,0,604,no,0,unknown,20,6,2,-1,0,unknown,0
7099,46,blue-collar,married,secondary,0,123,no,0,cellular,20,8,3,-1,0,unknown,0
7100,44,technician,divorced,secondary,0,181,no,0,unknown,13,5,1,-1,0,unknown,0
7101,41,admin.,married,secondary,0,442,yes,1,unknown,9,5,2,-1,0,unknown,0
7102,34,services,married,secondary,0,2048,yes,0,cellular,19,11,2,-1,0,unknown,0
7103,26,blue-collar,single,secondary,0,24,yes,0,unknown,7,5,1,-1,0,unknown,0
7104,31,blue-collar,married,secondary,0,557,yes,1,unknown,27,5,1,-1,0,unknown,0
7105,51,technician,married,secondary,0,563,yes,0,cellular,17,7,3,-1,0,unknown,0
7106,20,student,single,secondary,0,29,no,0,cellular,14,9,2,-1,0,unknown,0
7107,39,blue-collar,married,secondary,0,481,no,0,cellular,4,2,8,-1,0,unknown,0
7108,37,blue-collar,married,secondary,0,342,yes,0,cellular,12,5,2,175,1,failure,0
7109,37,blue-collar,married,secondary,0,223,yes,0,cellular,14,7,2,-1,0,unknown,0
7110,57,retired,married,secondary,0,374,yes,1,cellular,16,7,1,-1,0,unknown,0
7111,47,blue-collar,married,primary,0,469,no,0,telephone,22,8,6,-1,0,unknown,0
7112,31,unemployed,divorced,secondary,0,1144,yes,0,cellular,8,5,2,367,1,failure,0
7113,53,blue-collar,married,unknown,0,0,no,0,cellular,21,8,2,-1,0,unknown,0
7114,55,management,married,tertiary,0,5010,no,0,cellular,18,11,1,-1,0,unknown,0
7115,58,retired,married,primary,0,5092,no,0,unknown,11,6,6,-1,0,unknown,0
7116,42,management,married,secondary,0,4314,no,0,cellular,7,7,1,-1,0,unknown,0
7117,33,management,married,tertiary,0,331,yes,0,cellular,13,5,3,-1,0,unknown,0
7118,22,student,single,secondary,0,1925,no,0,cellular,16,11,1,196,1,failure,0
7119,27,self-employed,single,tertiary,0,168,no,0,cellular,13,5,1,182,2,success,0
7120,34,technician,married,secondary,0,2467,no,0,cellular,3,2,1,-1,0,unknown,0
7121,52,admin.,single,primary,0,0,no,0,unknown,19,5,11,-1,0,unknown,0
7122,54,management,married,primary,0,3859,no,1,cellular,20,11,3,-1,0,unknown,0
7123,29,admin.,single,tertiary,0,1501,yes,0,cellular,18,5,1,-1,0,unknown,0
7124,37,technician,married,tertiary,0,183,yes,0,cellular,29,1,1,258,1,failure,0
7125,31,blue-collar,married,primary,0,81,yes,0,unknown,13,5,4,-1,0,unknown,0
7126,59,retired,married,secondary,0,-471,no,0,cellular,7,8,6,-1,0,unknown,0
7127,40,management,divorced,tertiary,0,502,yes,0,cellular,3,2,4,270,3,other,0
7128,42,blue-collar,married,primary,0,2519,yes,0,unknown,15,5,4,-1,0,unknown,0
7129,46,blue-collar,married,primary,0,323,yes,0,unknown,7,5,6,-1,0,unknown,0
7130,27,management,single,secondary,0,924,yes,0,cellular,3,2,1,-1,0,unknown,0
7131,35,technician,married,secondary,0,587,no,1,cellular,21,11,8,126,5,other,0
7132,28,student,single,secondary,0,2015,no,0,cellular,26,7,2,182,2,failure,0
7133,60,retired,married,primary,0,-63,yes,0,cellular,7,7,5,-1,0,unknown,0
7134,60,management,single,tertiary,0,2190,no,0,cellular,11,8,2,-1,0,unknown,0
7135,36,self-employed,single,tertiary,0,3560,no,0,cellular,18,11,3,169,2,failure,0
7136,35,services,single,secondary,0,719,yes,0,cellular,18,5,3,368,3,failure,1
7137,54,blue-collar,married,secondary,0,2047,no,0,telephone,9,2,7,194,6,failure,0
7138,30,services,single,secondary,0,399,yes,1,unknown,23,5,3,-1,0,unknown,0
7139,40,management,married,primary,0,-90,no,0,telephone,14,7,3,-1,0,unknown,0
7140,35,blue-collar,married,primary,0,1116,yes,0,unknown,12,6,1,-1,0,unknown,0
7141,40,blue-collar,married,secondary,0,737,yes,0,unknown,30,5,2,-1,0,unknown,0
7142,32,blue-collar,married,primary,0,-11,yes,0,unknown,27,5,1,-1,0,unknown,0
7143,29,unemployed,married,secondary,0,-25,yes,0,cellular,17,7,1,-1,0,unknown,0
7144,56,retired,married,secondary,0,5737,no,0,cellular,5,2,5,-1,0,unknown,0
7145,22,student,single,secondary,0,111,yes,0,unknown,4,6,1,-1,0,unknown,0
7146,56,technician,married,secondary,0,107,no,0,telephone,11,7,4,-1,0,unknown,0
7147,63,retired,married,unknown,0,538,no,0,cellular,11,8,2,-1,0,unknown,0
7148,35,blue-collar,married,primary,0,202,yes,1,cellular,11,5,2,-1,0,unknown,0
7149,31,management,married,tertiary,0,4924,yes,0,cellular,19,11,1,182,2,failure,0
7150,28,technician,single,tertiary,0,11862,no,0,cellular,21,10,2,238,13,other,1
7151,31,admin.,single,tertiary,0,4041,no,0,cellular,30,4,2,-1,0,unknown,1
7152,42,services,divorced,primary,0,0,yes,0,cellular,9,2,2,-1,0,unknown,0
7153,42,blue-collar,married,unknown,0,732,yes,0,telephone,20,4,1,339,1,failure,0
7154,32,blue-collar,single,secondary,0,-578,no,0,unknown,9,5,1,-1,0,unknown,0
7155,30,student,single,secondary,0,2046,no,0,telephone,10,8,1,-1,0,unknown,0
7156,54,services,divorced,primary,0,234,yes,0,unknown,15,5,3,-1,0,unknown,0
7157,31,technician,married,secondary,0,84,no,0,cellular,15,5,2,-1,0,unknown,0
7158,41,self-employed,single,unknown,0,426,yes,0,unknown,19,6,1,-1,0,unknown,0
7159,25,admin.,married,secondary,0,242,yes,0,cellular,30,7,12,-1,0,unknown,0
7160,51,management,married,tertiary,0,1394,yes,0,cellular,5,8,1,-1,0,unknown,0
7161,44,services,married,secondary,0,1422,yes,0,unknown,20,5,8,-1,0,unknown,0
7162,33,management,single,tertiary,0,641,yes,0,cellular,4,2,1,253,7,other,0
7163,49,management,married,tertiary,0,502,no,0,cellular,22,8,4,-1,0,unknown,0
7164,48,blue-collar,married,primary,0,237,yes,0,unknown,19,6,18,-1,0,unknown,0
7165,26,management,single,tertiary,0,1,no,0,unknown,21,9,1,-1,0,unknown,0
7166,30,technician,single,tertiary,0,3,yes,0,unknown,7,5,1,-1,0,unknown,0
7167,45,technician,divorced,tertiary,0,378,yes,1,cellular,13,5,2,-1,0,unknown,0
7168,32,services,married,secondary,0,201,yes,0,unknown,18,6,2,-1,0,unknown,0
7169,44,self-employed,married,tertiary,0,430,yes,0,cellular,11,7,2,-1,0,unknown,0
7170,29,management,single,tertiary,0,2637,yes,0,cellular,18,5,3,-1,0,unknown,0
7171,57,retired,single,secondary,0,1640,no,1,unknown,6,5,4,-1,0,unknown,0
7172,47,management,married,tertiary,0,2475,yes,0,cellular,20,11,4,-1,0,unknown,0
7173,51,services,married,secondary,0,2085,yes,0,unknown,19,5,1,-1,0,unknown,0
7174,27,services,married,secondary,0,-1202,yes,0,unknown,4,6,2,-1,0,unknown,0
7175,30,technician,single,secondary,0,146,yes,0,cellular,29,1,1,-1,0,unknown,0
7176,30,technician,divorced,secondary,0,3100,yes,0,cellular,20,11,1,183,4,failure,0
7177,32,blue-collar,single,secondary,0,551,yes,0,cellular,14,8,3,-1,0,unknown,0
7178,36,blue-collar,married,primary,0,223,yes,0,unknown,14,7,3,-1,0,unknown,0
7179,56,blue-collar,married,primary,0,409,yes,0,telephone,7,7,6,-1,0,unknown,0
7180,58,services,married,secondary,0,1667,yes,1,unknown,6,5,1,-1,0,unknown,0
7181,36,management,married,secondary,0,-267,no,0,cellular,21,7,2,-1,0,unknown,0
7182,25,technician,single,tertiary,0,777,yes,0,unknown,14,5,1,-1,0,unknown,0
7183,35,self-employed,married,tertiary,0,1340,no,1,cellular,19,11,1,-1,0,unknown,0
7184,32,admin.,single,secondary,0,-15,no,0,unknown,27,5,2,-1,0,unknown,0
7185,50,management,married,primary,0,117,yes,0,telephone,13,5,4,-1,0,unknown,0
7186,51,technician,single,secondary,0,0,yes,0,unknown,5,5,2,-1,0,unknown,0
7187,41,management,married,tertiary,0,298,no,0,cellular,4,5,3,272,1,other,0
7188,35,technician,single,secondary,0,11423,yes,0,unknown,23,5,1,-1,0,unknown,0
7189,58,unemployed,married,secondary,0,0,no,0,unknown,3,7,1,-1,0,unknown,0
7190,27,blue-collar,married,primary,0,1535,yes,0,cellular,15,5,1,-1,0,unknown,0
7191,36,unemployed,married,secondary,0,352,yes,0,cellular,4,6,2,-1,0,unknown,0
7192,37,admin.,married,secondary,0,1283,yes,0,unknown,20,5,1,-1,0,unknown,0
7193,30,management,single,tertiary,0,796,no,1,cellular,26,8,13,-1,0,unknown,0
7194,28,technician,single,secondary,0,335,yes,0,cellular,20,4,3,-1,0,unknown,0
7195,59,retired,married,secondary,0,1173,no,0,unknown,9,6,2,-1,0,unknown,0
7196,32,blue-collar,married,secondary,0,0,yes,1,unknown,28,5,3,-1,0,unknown,0
7197,33,blue-collar,married,secondary,0,0,yes,0,cellular,19,11,2,-1,0,unknown,0
7198,49,management,married,tertiary,0,3237,yes,0,unknown,5,5,3,-1,0,unknown,0
7199,33,technician,married,tertiary,0,1699,no,0,cellular,4,8,1,-1,0,unknown,1
7200,40,services,single,secondary,0,-61,yes,1,unknown,16,5,9,-1,0,unknown,0
7201,45,blue-collar,married,secondary,0,430,no,1,cellular,21,8,2,-1,0,unknown,0
7202,54,blue-collar,married,secondary,0,1480,yes,0,unknown,14,5,1,-1,0,unknown,0
7203,32,self-employed,married,primary,0,286,yes,0,cellular,6,8,1,-1,0,unknown,0
7204,39,management,divorced,tertiary,0,1555,yes,0,cellular,25,7,1,-1,0,unknown,0
7205,46,services,divorced,secondary,0,124,yes,1,cellular,12,5,4,-1,0,unknown,0
7206,52,blue-collar,married,secondary,0,1319,no,0,telephone,30,4,2,-1,0,unknown,0
7207,36,self-employed,divorced,tertiary,0,149,no,0,cellular,18,11,2,-1,0,unknown,0
7208,28,services,married,secondary,0,462,yes,1,cellular,5,2,1,-1,0,unknown,0
7209,56,management,married,tertiary,0,3172,yes,0,cellular,5,2,1,-1,0,unknown,0
7210,55,management,divorced,tertiary,0,9756,yes,0,cellular,5,6,2,95,1,other,1
7211,34,admin.,married,secondary,0,395,yes,0,cellular,14,4,8,-1,0,unknown,0
7212,36,blue-collar,married,secondary,0,0,yes,0,cellular,17,4,2,322,4,failure,0
7213,31,management,married,tertiary,0,0,yes,0,cellular,4,5,2,167,1,failure,0
7214,52,entrepreneur,married,secondary,0,1306,no,0,cellular,15,6,1,-1,0,unknown,1
7215,33,entrepreneur,married,tertiary,0,407,yes,0,cellular,28,7,2,-1,0,unknown,0
7216,37,management,single,tertiary,0,2875,no,0,cellular,20,11,2,-1,0,unknown,0
7217,56,management,married,unknown,0,4623,no,0,cellular,17,8,1,-1,0,unknown,1
7218,55,blue-collar,married,unknown,0,-102,yes,0,unknown,23,5,1,-1,0,unknown,0
7219,36,admin.,single,secondary,0,281,no,0,cellular,9,7,2,-1,0,unknown,0
7220,41,entrepreneur,single,primary,0,7264,no,1,unknown,1,7,3,-1,0,unknown,0
